MonthYear,Percent
199711,0.001
199712,0.001
199801,0.001
199802,0.001
199803,0.0
199804,0.001
199805,0.002
199806,0.003
199807,0.002
199808,0.0
199809,0.001
199810,0.001
199812,0.001
199901,0.001
199902,0.0
199903,0.002
199904,0.002
199905,0.009000000000000001
199906,0.003
199907,0.009000000000000001
199908,0.002
199909,0.001
199910,0.001
199911,0.0
199912,0.004
200002,0.001
200003,0.0
200004,0.004
200005,0.005
200006,0.001
200007,0.002
200008,0.002
200009,0.001
200010,0.001
200011,0.006
200012,0.004
200101,0.003
200102,0.0
200103,0.004
200104,0.005
200105,0.005
200106,0.0
200107,0.004
200108,0.005
200109,0.002
200110,0.0
200111,0.001
200112,0.055999999999999994
200201,0.02
200202,0.016
200203,0.006
200204,0.017
200205,0.013999999999999999
200206,0.006
200207,0.004
200208,0.006999999999999999
200209,0.004
200210,0.005
200211,0.006999999999999999
200212,0.006999999999999999
200301,0.003
200302,0.005
200303,0.011000000000000001
200304,0.001
200305,0.002
200306,0.003
200307,0.0
200308,0.001
200309,0.001
200310,0.003
200311,0.008
200312,0.006
200401,0.001
200402,0.005
200403,0.011000000000000001
200404,0.004
200405,0.001
200406,0.003
200407,0.001
200408,0.001
200409,0.0
200412,0.002
200501,0.004
200502,0.0
200503,0.004
200504,0.0
200505,0.001
200506,0.001
200508,0.001
200511,0.01
200512,0.003
200601,0.001
200602,0.0
200603,0.002
200604,0.002
200605,0.001
200606,0.002
200607,0.0
200608,0.002
200609,0.0
200610,0.002
200611,0.002
200612,0.002
200701,0.002
200702,0.0
200703,0.004
200704,0.002
